,latitude,longitude,name,address
60,46.151666799999994,11.097350099999998,,"Municipio di Terre d'Adige, Piazza Santi Filippo e Giacomo, Maso Gesuiti, Terre d'Adige, Comunità Rotaliana-Königsberg, Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
61,46.28892020000001,11.4619717,,"Hotel San Valier, 7, Via Guglielmo Marconi, Cavalese, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
62,46.0054716,11.1997259,Biblioteca Comunale Altopiano Della Vigolana,"Biblioteca Comunale Altopiano Della Vigolana, Piazza Oreste Bailoni, Maso Stauderi, Altopiano della Vigolana, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38034, Italia"
63,46.052453799999995,11.494067900000001,Punto cultura,"Punto cultura, Piazza del Municipio, Castelnuovo, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38059, Italia"
64,46.126588299999995,11.1161227,Biblioteca di Meano,"Biblioteca di Meano, 26, Via delle Sugarine, Lamar, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
65,46.0626921,11.115276699999999,Gino Tomasi,"Gino Tomasi, 3, Corso del Lavoro e della Scienza, Le Albere, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
66,45.895636200000006,10.717652900000001,,"Cassa Rurale di Ledro, Via Cesare Battisti, Ledro, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
67,46.01755870000001,10.9450448,,"Dro, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38096, Italia"
68,46.078637799999996,11.000492300000001,Biblioteca comunale Vallelaghi,"Biblioteca comunale Vallelaghi, Piazza San Valentino, Vallelaghi, Comunità della Valle dei Laghi, Trento, Trentino-Alto Adige/Südtirol, 38076, Italia"
69,46.0973843,11.045169300000001,,"10, Via di Braidon, Vallelaghi, Comunità della Valle dei Laghi, Trento, Trentino-Alto Adige/Südtirol, Italia"
