"consumption","name","eco_fuel","energySource","engine_type"
12.749003984063746,"BMW X3 Series F25, From November 2010",0,"Diesel","X3 xDrive20d"
9.160305343511451,"BMW X5 Series E53",0,"Petrol","X5 3.0i"
12.749003984063746,"BMW X5 Series E70",0,"Diesel","X5 M"
12.749003984063746,"BMW X6 Series E71",0,"Diesel","X6 M"
14.523449319213315,"BMW Z4 Series E85",0,"Petrol","Z4 2.5i Roadster"
12.749003984063746,"BMW Z4 Series E85/E86",0,"Petrol","Z4 3.0si Coupé"
12.749003984063746,"BMW Z4 Series E89",0,"Petrol","Z4 sDrive35i Roadster"
8.799266727772686,"BMW Z8 Series E52",0,"Petrol","Z8"
12.749003984063746,"Bentley Motors Arnage",0,"Petrol","R"
12.749003984063746,"Bentley Motors Arnage (from 2007 model year)",0,"Petrol","R"
12.749003984063746,"Bentley Motors Azure",0,"Petrol","Azure"
12.749003984063746,"Bentley Motors Azure (from 2007 model year)",0,"Petrol","Convertible"
6.699232379623169,"Bentley Motors Bentley",0,"Petrol","Arnage R"
12.749003984063746,"Bentley Motors Brooklands",0,"Petrol","Coupé"
12.749003984063746,"Bentley Motors Continental",0,"Petrol","GT"
12.749003984063746,"Bentley Motors Continental (from 2007 model year)",0,"Petrol","GT"
12.749003984063746,"Bentley Motors Continental (from 2008 model year)",0,"Petrol","GT"
12.749003984063746,"Bentley Motors Flying Spur, 2014",0,"Petrol","W12"
12.749003984063746,"Bentley Motors Mulsanne",0,"Petrol","Mulsanne"
12.749003984063746,"Cadillac BLS",0,"Petrol","2.0T 175 hp"
12.749003984063746,"Cadillac BLS, 4 Door Saloon",0,"Petrol","1.9D 150 hp"
12.749003984063746,"Cadillac BLS, 5 Door Wagon",0,"Petrol","1.9D 150 hp"
12.749003984063746,"Cadillac BLS, MY2007 4 Door Saloon",0,"Petrol","1.9D 150 hp"
12.749003984063746,"Cadillac BLS, MY2008 4 Door Saloon",0,"Petrol","1.9D 150 hp"
12.749003984063746,"Cadillac BLS, MY2008 5 Door Wagon",0,"Petrol","1.9D 150 hp"
12.749003984063746,"Cadillac CTS",0,"Petrol","2.8 - V6"
12.749003984063746,"Cadillac CTS, MY2007 4 Door Saloon",0,"Petrol","2.8 V6"
12.749003984063746,"Cadillac CTS, MY2009 4 Door Saloon",0,"Petrol","CTS-V"
9.775967413441954,"Cadillac Cadillac, Model Year 2002",0,"Petrol","STS"
12.749003984063746,"Cadillac Escalade",0,"Petrol","6.2 - V8 AUT"
12.749003984063746,"Cadillac Escalade, MY2007",0,"Petrol","6.2 V8"
12.749003984063746,"Cadillac Escalade, MY2008",0,"Petrol","6.2 V8"
